Date,AAPL_currentRatio,AAPL_operatingProfitMargin,AAPL_netProfitMargin,AAPL_debtEquityRatio,AAPL_priceToBookRatio,AAPL_enterpriseValueMultiple,AAPL_priceFairValue,MRNA_currentRatio,MRNA_operatingProfitMargin,MRNA_netProfitMargin,MRNA_debtEquityRatio,MRNA_priceToBookRatio,MRNA_enterpriseValueMultiple,MRNA_priceFairValue,AAL_currentRatio,AAL_operatingProfitMargin,AAL_netProfitMargin,AAL_debtEquityRatio,AAL_priceToBookRatio,AAL_enterpriseValueMultiple,AAL_priceFairValue,TSLA_currentRatio,TSLA_operatingProfitMargin,TSLA_netProfitMargin,TSLA_debtEquityRatio,TSLA_priceToBookRatio,TSLA_enterpriseValueMultiple,TSLA_priceFairValue,MU_currentRatio,MU_operatingProfitMargin,MU_netProfitMargin,MU_debtEquityRatio,MU_priceToBookRatio,MU_enterpriseValueMultiple,MU_priceFairValue,SBUX_currentRatio,SBUX_operatingProfitMargin,SBUX_netProfitMargin,SBUX_debtEquityRatio,SBUX_priceToBookRatio,SBUX_enterpriseValueMultiple,SBUX_priceFairValue,TMUS_currentRatio,TMUS_operatingProfitMargin,TMUS_netProfitMargin,TMUS_debtEquityRatio,TMUS_priceToBookRatio,TMUS_enterpriseValueMultiple,TMUS_priceFairValue,FITB_currentRatio,FITB_operatingProfitMargin,FITB_netProfitMargin,FITB_debtEquityRatio,FITB_priceToBookRatio,FITB_enterpriseValueMultiple,FITB_priceFairValue,PEP_currentRatio,PEP_operatingProfitMargin,PEP_netProfitMargin,PEP_debtEquityRatio,PEP_priceToBookRatio,PEP_enterpriseValueMultiple,PEP_priceFairValue,BABA_currentRatio,BABA_operatingProfitMargin,BABA_netProfitMargin,BABA_debtEquityRatio,BABA_priceToBookRatio,BABA_enterpriseValueMultiple,BABA_priceFairValue
2016-10-01,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-02,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-03,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-04,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-05,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-06,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-07,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-08,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-09,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
2016-10-10,1.3115994740228856,0.23856178289815383,0.18405023844374144,1.4150433456350116,4.017524890746873,42.90358230378991,4.017524890746873,,,,,,,,0.7497486089696319,0.17494933899449966,0.09167229566727782,10.839285714285714,3.6963194427179964,22.008340664179105,3.6963194427179964,1.3816109477368865,-0.18743056195310773,-0.23085360274704983,3.7093521628825843,11.790526002091422,-496.3924146201138,11.790526002091422,2.2466666666666666,-0.010351966873706004,-0.07418909592822637,1.2155575613358496,1.1144629523262493,26.918614457831325,1.1144629523262493,1.1439340400471143,0.19516991218022145,0.143967163039328,1.417511359664453,13.880394183974136,59.45015181023785,13.880394183974136,1.6316270566727604,0.08967685968336586,0.024398178269355888,2.6773785570566253,2.0458028388789886,21.54515796607143,2.0458028388789886,1.1527180395416923,0.0,0.23335669236159776,7.572579682463889,0.7969832249015161,42.8205727994228,0.7969832249015161,1.3161882558647822,0.1760154738878143,0.12429026018593624,4.863910490398349,12.428760859863514,51.58345400939518,12.428760859863514,1.858838226108682,0.27411830565403994,0.23480748895938297,0.5849028886002351,4.980202160658478,18.85903258274082,4.980202160658478
